Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,salvation,NA,396,408,396,9,,,,,,,,,
GL,sampler,NA,397,378,397,7,,,,,,,,,
GL,sand,NA,519,603,519,4,,,,,,,,,
BN,sane,8.10,492,262,495,4,,,,,,,,,
GL,sanitarium,NA,298,510,298,10,,,,,,,,,
GL,sanitation,NA,354,447,354,10,,,,,,,,,
GL,sap,NA,377,451,377,3,,,,,,,,,
GL,sardine,NA,446,592,446,7,,,,,,,,,
GL,satchel,NA,364,580,364,7,,,,,,,,,
GL,satisfaction,NA,544,478,544,12,,,,,,,,,
GL,sauce,NA,522,569,522,5,,,,,,,,,
BN,sausage,4.30,221,659,553,7,,,,,,,,,
GL,savage,NA,448,528,448,6,,,,,,,,,
GL,saw,NA,552,531,552,3,,,,,,,,,
GL,saxophone,NA,453,602,453,9,,,,,,,,,
BN,scabby,6.60,376,432,484,6,,,,,,,,,
GL,scale,NA,523,463,523,5,,,,,,,,,
BN,scalpel,9.10,574,585,426,7,,,,,,,,,
BN,scar,5.70,331,590,482,4,,,,,,,,,
BN,scarce,8.40,505,178,462,6,,,,,,,,,
GL,scare,NA,523,471,523,5,,,,,,,,,
BN,scarf,4.80,269,610,591,5,,,,,,,,,
GL,scene,NA,526,432,526,5,,,,,,,,,
BN,scent,7.80,473,291,458,5,,,,,,,,,
GL,scheme,NA,492,319,492,6,,,,,,,,,
BN,scholar,9.00,547,442,454,7,,,,,,,,,
GL,school,NA,582,599,582,6,,,,,,,,,
GL,schoolhouse,NA,388,544,388,11,,,,,,,,,
GL,science,NA,577,423,577,7,,,,,,,,,
BN,scoop,5.00,266,416,486,5,,,,,,,,,
BN,scope,9.30,570,191,422,5,,,,,,,,,
BN,score,5.50,298,340,550,5,,,,,,,,,
GL,scorn,NA,417,364,417,5,,,,,,,,,
GL,scout,NA,452,578,452,5,,,,,,,,,
BN,scrap,6.00,333,425,501,5,,,,,,,,,
GL,scratch,NA,553,543,553,7,,,,,,,,,
GL,scream,NA,522,589,522,6,,,,,,,,,
BN,screen,5.60,298,530,527,6,,,,,,,,,
BN,screw,5.60,310,517,520,5,,,,,,,,,
BN,script,7.70,460,498,462,6,,,,,,,,,
GL,scroll,NA,350,572,350,6,,,,,,,,,
BN,scrum,8.50,492,502,449,5,,,,,,,,,
GL,scull,NA,344,474,344,5,,,,,,,,,
BN,seal,5.80,320,607,458,4,,,,,,,,,
GL,seal,NA,482,563,482,4,,,,,,,,,
GL,search,NA,537,402,537,6,,,,,,,,,
GL,season,NA,565,495,565,6,,,,,,,,,
BN,seat,4.50,243,604,599,4,,,,,,,,,
GL,second,NA,598,371,598,6,,,,,,,,,
GL,secretary,NA,528,563,528,9,,,,,,,,,
BN,section,7.00,422,255,540,7,,,,,,,,,
BN,sector,9.60,590,235,441,6,,,,,,,,,
BN,secure,7.30,428,245,537,6,,,,,,,,,
GL,security,NA,513,391,513,8,,,,,,,,,
GL,sedative,NA,423,459,423,8,,,,,,,,,
GL,seduction,NA,423,521,423,9,,,,,,,,,
BN,seed,5.00,275,438,491,4,,,,,,,,,
BN,seek,5.80,322,331,495,4,,,,,,,,,
GL,seer,NA,253,309,253,4,,,,,,,,,
BN,seesaw,3.70,172,628,442,6,,,,,,,,,
GL,segment,NA,451,480,451,7,,,,,,,,,
BN,seize,7.90,477,178,472,5,,,,,,,,,
BN,seldom,8.90,547,191,465,6,,,,,,,,,
BN,select,6.50,380,246,558,6,,,,,,,,,
GL,selection,NA,523,311,523,9,,,,,,,,,
GL,self,NA,604,466,604,4,,,,,,,,,
BN,selfish,6.10,337,225,562,7,,,,,,,,,
BN,sell,5.10,279,295,547,4,,,,,,,,,
GL,seller,NA,459,427,459,6,,,,,,,,,
GL,semicircle,NA,427,526,427,10,,,,,,,,,
BN,senate,10.60,645,248,433,6,,,,,,,,,
BN,send,5.10,283,274,614,4,,,,,,,,,
GL,sender,NA,464,370,464,6,,,,,,,,,
BN,senior,7.20,426,321,506,6,,,,,,,,,
GL,sense,NA,583,368,583,5,,,,,,,,,
BN,sensual,10.10,634,300,475,7,,,,,,,,,
GL,sentiment,NA,471,365,471,9,,,,,,,,,
GL,separation,NA,504,435,504,10,,,,,,,,,
BN,septic,9.70,594,382,419,6,,,,,,,,,
GL,sequel,NA,338,323,338,6,,,,,,,,,
BN,serene,9.70,600,390,432,6,,,,,,,,,
GL,series,NA,525,398,525,6,,,,,,,,,
BN,sermon,8.00,490,364,412,6,,,,,,,,,
GL,servant,NA,437,508,437,7,,,,,,,,,
BN,serve,6.30,345,269,523,5,,,,,,,,,
GL,service,NA,560,408,560,7,,,,,,,,,
BN,session,7.40,439,250,521,7,,,,,,,,,
BN,setback,8.80,546,205,482,7,,,,,,,,,
GL,settlement,NA,482,457,482,10,,,,,,,,,
BN,seventh,5.00,272,274,520,7,,,,,,,,,
GL,severance,NA,354,316,354,9,,,,,,,,,
BN,severe,7.20,429,245,517,6,,,,,,,,,
GL,sex,NA,617,584,617,3,,,,,,,,,
BN,shade,5.60,293,459,509,5,,,,,,,,,
GL,shadow,NA,536,565,536,6,,,,,,,,,
BN,shaft,8.30,500,390,427,5,,,,,,,,,
GL,shaker,NA,370,408,370,6,,,,,,,,,
BN,shallow,6.10,353,442,506,7,,,,,,,,,
BN,shame,6.90,366,356,539,5,,,,,,,,,
GL,shame,NA,534,419,534,5,,,,,,,,,
BN,shape,4.50,255,493,561,5,,,,,,,,,
GL,shape,NA,575,471,575,5,,,,,,,,,
BN,share,4.60,250,315,580,5,,,,,,,,,
BN,shark,4.90,252,645,462,5,,,,,,,,,
BN,sharp,4.30,230,514,523,5,,,,,,,,,
BN,shave,6.70,394,517,557,5,,,,,,,,,
GL,shawl,NA,455,576,455,5,,,,,,,,,
GL,shed,NA,524,602,524,4,,,,,,,,,
BN,sheep,3.90,199,641,484,5,,,,,,,,,
BN,sheer,8.50,516,334,432,5,,,,,,,,,
GL,sheet,NA,616,594,616,5,,,,,,,,,
BN,shelf,5.20,282,571,546,5,,,,,,,,,
BN,shell,5.10,282,608,473,5,,,,,,,,,
GL,shepherd,NA,435,600,435,8,,,,,,,,,
BN,sherry,8.30,498,426,440,6,,,,,,,,,
GL,shield,NA,464,556,464,6,,,,,,,,,
BN,shift,6.60,380,270,497,5,,,,,,,,,
BN,shine,5.30,289,481,532,5,,,,,,,,,
BN,shiny,4.60,241,547,540,5,,,,,,,,,
GL,ship,NA,553,612,553,4,,,,,,,,,
GL,shirt,NA,612,612,612,5,,,,,,,,,
GL,shiver,NA,517,578,517,6,,,,,,,,,
BN,shoe,3.30,152,640,635,4,,,,,,,,,
BN,shone,7.00,396,413,425,5,,,,,,,,,
BN,shook,6.10,348,307,498,5,,,,,,,,,
BN,shoot,5.70,330,474,499,5,,,,,,,,,
GL,shop,NA,615,561,615,4,,,,,,,,,
BN,shore,5.80,320,555,473,5,,,,,,,,,
GL,shortage,NA,554,405,554,8,,,,,,,,,
BN,shot,5.00,276,446,530,4,,,,,,,,,
GL,shoulder,NA,553,577,553,8,,,,,,,,,
GL,shower,NA,593,615,593,6,,,,,,,,,
BN,shown,5.80,327,190,576,5,,,,,,,,,
BN,shrewd,10.10,620,248,424,6,,,,,,,,,
GL,shriek,NA,458,515,458,6,,,,,,,,,
BN,shrill,9.30,574,300,419,6,,,,,,,,,
BN,shroud,9.70,599,364,385,6,,,,,,,,,
GL,shrub,NA,446,556,446,5,,,,,,,,,
GL,shrug,NA,481,497,481,5,,,,,,,,,
BN,shudder,7.80,472,356,476,7,,,,,,,,,
GL,shutter,NA,398,533,398,7,,,,,,,,,
BN,sick,4.00,197,518,564,4,,,,,,,,,
GL,sickness,NA,524,489,524,8,,,,,,,,,
GL,siege,NA,345,445,345,5,,,,,,,,,
GL,sigh,NA,518,440,518,4,,,,,,,,,
BN,signal,6.50,350,490,520,6,,,,,,,,,
GL,signal,NA,507,513,507,6,,,,,,,,,
BN,silence,4.80,277,413,559,7,,,,,,,,,
GL,silence,NA,570,470,570,7,,,,,,,,,
BN,silent,4.70,256,303,576,6,,,,,,,,,
BN,silk,7.00,407,590,485,4,,,,,,,,,
GL,silver,NA,528,582,528,6,,,,,,,,,
GL,simper,NA,275,329,275,6,,,,,,,,,
BN,simple,5.40,299,195,583,6,,,,,,,,,
GL,sin,NA,501,441,501,3,,,,,,,,,
BN,sincere,8.50,505,250,487,7,,,,,,,,,
BN,sing,4.20,218,465,573,4,,,,,,,,,
GL,singer,NA,548,575,548,6,,,,,,,,,
BN,sink,4.50,244,611,574,4,,,,,,,,,
GL,sink,NA,586,599,586,4,,,,,,,,,
GL,siren,NA,431,578,431,5,,,,,,,,,
GL,situation,NA,573,319,573,9,,,,,,,,,
GL,sixpence,NA,396,602,396,8,,,,,,,,,
BN,sixteen,5.00,268,390,489,7,,,,,,,,,
BN,sixth,5.00,261,305,524,5,,,,,,,,,
BN,sixty,5.10,283,427,546,5,,,,,,,,,
BN,sketch,6.50,357,496,490,6,,,,,,,,,
GL,sketch,NA,452,510,452,6,,,,,,,,,
BN,skill,6.60,365,305,549,5,,,,,,,,,
GL,skill,NA,549,366,549,5,,,,,,,,,
BN,skin,4.30,214,603,607,4,,,,,,,,,
BN,skinny,6.50,386,559,583,6,,,,,,,,,
GL,skirt,NA,551,573,551,5,,,,,,,,,
BN,skull,7.00,423,640,443,5,,,,,,,,,
GL,skylark,NA,350,548,350,7,,,,,,,,,
BN,slab,7.70,449,455,418,4,,,,,,,,,
BN,slack,7.40,423,297,472,5,,,,,,,,,
GL,slang,NA,512,411,512,5,,,,,,,,,
BN,slave,6.40,349,580,461,5,,,,,,,,,
GL,slave,NA,418,564,418,5,,,,,,,,,
BN,sleek,8.30,508,385,469,5,,,,,,,,,
GL,sleeve,NA,560,550,560,6,,,,,,,,,
BN,slice,5.30,287,547,566,5,,,,,,,,,
GL,slice,NA,540,507,540,5,,,,,,,,,
BN,slick,8.80,539,335,460,5,,,,,,,,,
BN,slide,4.30,217,551,506,5,,,,,,,,,
BN,slight,7.30,430,200,553,6,,,,,,,,,
GL,slime,NA,426,558,426,5,,,,,,,,,
BN,slip,4.60,255,426,521,4,,,,,,,,,
BN,slipper,4.60,260,594,502,7,,,,,,,,,
GL,slit,NA,487,508,487,4,,,,,,,,,
BN,slope,5.80,331,469,514,5,,,,,,,,,
GL,slough,NA,272,245,272,6,,,,,,,,,
BN,slow,4.40,247,365,614,4,,,,,,,,,
BN,slum,8.30,507,408,434,4,,,,,,,,,
GL,slumber,NA,367,500,367,7,,,,,,,,,
BN,slump,7.70,460,438,453,5,,,,,,,,,
BN,smart,5.70,313,330,569,5,,,,,,,,,
GL,smash,NA,536,518,536,5,,,,,,,,,
BN,smell,4.00,192,313,635,5,,,,,,,,,
BN,smile,3.80,218,647,640,5,,,,,,,,,
GL,smile,NA,594,615,594,5,,,,,,,,,
GL,smoke,NA,596,615,596,5,,,,,,,,,
GL,smut,NA,330,426,330,4,,,,,,,,,
GL,snake,NA,501,627,501,5,,,,,,,,,
BN,snap,5.20,282,429,513,4,,,,,,,,,
BN,snatch,5.30,289,366,520,6,,,,,,,,,
GL,sneer,NA,398,494,398,5,,,,,,,,,
GL,snort,NA,401,472,401,5,,,,,,,,,
GL,snub,NA,386,348,386,4,,,,,,,,,
BN,snuggle,5.30,302,453,533,7,,,,,,,,,
BN,soak,5.50,291,409,530,4,,,,,,,,,
GL,soap,NA,594,600,594,4,,,,,,,,,
BN,sober,9.00,561,290,597,5,,,,,,,,,
GL,society,NA,601,440,601,7,,,,,,,,,
GL,sock,NA,578,553,578,4,,,,,,,,,
BN,sofa,4.70,252,619,603,4,,,,,,,,,
GL,soil,NA,516,566,516,4,,,,,,,,,
BN,solar,8.30,502,435,443,5,,,,,,,,,
GL,sold,NA,544,408,544,4,,,,,,,,,
GL,soldier,NA,517,578,517,7,,,,,,,,,
BN,sole,7.20,426,338,472,4,,,,,,,,,
GL,solemnity,NA,361,314,361,9,,,,,,,,,
GL,solution,NA,548,391,548,8,,,,,,,,,
GL,somersault,NA,402,562,402,10,,,,,,,,,
BN,sonar,11.50,686,260,402,5,,,,,,,,,
GL,song,NA,603,578,603,4,,,,,,,,,
BN,sonic,9.30,564,307,371,5,,,,,,,,,
BN,sonnet,10.80,655,356,382,6,,,,,,,,,
GL,sop,NA,259,294,259,3,,,,,,,,,
GL,soprano,NA,373,535,373,7,,,,,,,,,
BN,sore,4.70,252,358,517,4,,,,,,,,,
GL,sorrow,NA,486,429,486,6,,,,,,,,,
BN,sought,8.10,493,205,445,6,,,,,,,,,
BN,soul,7.60,466,280,521,4,,,,,,,,,
GL,sound,NA,597,497,597,5,,,,,,,,,
BN,soup,4.80,260,608,537,4,,,,,,,,,
BN,sour,6.40,353,358,499,4,,,,,,,,,
BN,source,8.30,485,250,499,6,,,,,,,,,
GL,southland,NA,230,224,230,9,,,,,,,,,
BN,soviet,11.20,700,310,381,6,,,,,,,,,
BN,soya,10.10,616,341,456,4,,,,,,,,,
GL,space,NA,576,538,576,5,,,,,,,,,
GL,span,NA,449,381,449,4,,,,,,,,,
GL,spare,NA,552,316,552,5,,,,,,,,,
BN,spark,6.30,368,552,465,5,,,,,,,,,
GL,spasm,NA,422,486,422,5,,,,,,,,,
BN,spear,6.60,376,557,440,5,,,,,,,,,
BN,special,4.70,259,256,596,7,,,,,,,,,
GL,specialist,NA,495,448,495,10,,,,,,,,,
GL,speck,NA,477,503,477,5,,,,,,,,,
GL,speech,NA,549,447,549,6,,,,,,,,,
BN,spell,4.90,269,429,552,5,,,,,,,,,
GL,spell,NA,525,429,525,5,,,,,,,,,
GL,sperm,NA,395,548,395,5,,,,,,,,,
BN,sphere,7.50,442,553,439,6,,,,,,,,,
GL,spike,NA,471,573,471,5,,,,,,,,,
BN,spin,4.80,254,395,475,4,,,,,,,,,
BN,spine,7.30,423,543,492,5,,,,,,,,,
BN,spire,7.20,438,483,426,5,,,,,,,,,
GL,spirit,NA,518,450,518,6,,,,,,,,,
BN,spit,4.70,255,517,505,4,,,,,,,,,
GL,spite,NA,459,405,459,5,,,,,,,,,
BN,split,6.00,325,453,519,5,,,,,,,,,
GL,split,NA,514,445,514,5,,,,,,,,,
GL,spoke,NA,532,466,532,5,,,,,,,,,
BN,sponge,5.00,268,566,513,6,,,,,,,,,
BN,spooky,5.90,353,413,512,6,,,,,,,,,
GL,spoon,NA,612,584,612,5,,,,,,,,,
BN,sport,4.60,246,546,617,5,,,,,,,,,
GL,spot,NA,560,507,560,4,,,,,,,,,
BN,spread,5.80,328,425,568,6,,,,,,,,,
GL,spree,NA,410,425,410,5,,,,,,,,,
BN,spring,5.10,269,526,499,6,,,,,,,,,
GL,sprint,NA,461,526,461,6,,,,,,,,,
BN,spur,8.70,518,404,412,4,,,,,,,,,
GL,spurt,NA,417,491,417,5,,,,,,,,,
BN,squad,7.50,438,432,488,5,,,,,,,,,
GL,square,NA,576,610,576,6,,,,,,,,,
BN,squash,5.10,283,483,533,6,,,,,,,,,
BN,squat,8.00,492,418,445,5,,,,,,,,,
BN,squeeze,4.90,266,472,497,7,,,,,,,,,
GL,squire,NA,323,459,323,6,,,,,,,,,
GL,stable,NA,519,537,519,6,,,,,,,,,
GL,staff,NA,577,478,577,5,,,,,,,,,
GL,stain,NA,534,533,534,5,,,,,,,,,
BN,stake,7.50,446,469,473,5,,,,,,,,,
BN,stale,6.40,368,353,488,5,,,,,,,,,
GL,stalk,NA,413,440,413,5,,,,,,,,,
BN,stall,6.20,354,441,483,5,,,,,,,,,
BN,stammer,8.20,507,343,422,7,,,,,,,,,
BN,stance,9.30,574,154,449,6,,,,,,,,,
GL,standard,NA,556,319,556,8,,,,,,,,,
GL,stanza,NA,385,437,385,6,,,,,,,,,
BN,star,4.00,197,640,514,4,,,,,,,,,
GL,starch,NA,459,497,459,6,,,,,,,,,
BN,stare,5.70,334,405,540,5,,,,,,,,,
BN,stark,8.00,477,214,429,5,,,,,,,,,
BN,startle,7.30,438,353,477,7,,,,,,,,,
BN,starve,6.40,380,395,564,6,,,,,,,,,
GL,statement,NA,505,386,505,9,,,,,,,,,
GL,station,NA,548,554,548,7,,,,,,,,,
GL,statue,NA,444,562,444,6,,,,,,,,,
BN,status,8.90,553,225,485,6,,,,,,,,,
GL,steak,NA,558,647,558,5,,,,,,,,,
GL,steam,NA,545,591,545,5,,,,,,,,,
BN,steamer,8.00,477,360,447,7,,,,,,,,,
BN,steel,7.30,433,516,485,5,,,,,,,,,
BN,steep,5.90,341,461,547,5,,,,,,,,,
GL,steeple,NA,405,559,405,7,,,,,,,,,
BN,steer,6.20,356,365,460,5,,,,,,,,,
BN,stem,5.90,335,421,465,4,,,,,,,,,
GL,step,NA,578,483,578,4,,,,,,,,,
BN,stern,7.30,425,329,454,5,,,,,,,,,
BN,steroid,11.10,692,329,433,7,,,,,,,,,
GL,stew,NA,522,587,522,4,,,,,,,,,
BN,steward,8.20,491,438,453,7,,,,,,,,,
BN,stick,4.60,255,444,532,5,,,,,,,,,
BN,stiff,5.80,330,376,532,5,,,,,,,,,
GL,stile,NA,318,413,318,5,,,,,,,,,
GL,sting,NA,480,553,480,5,,,,,,,,,
BN,stingy,7.60,449,275,499,6,,,,,,,,,
GL,stipend,NA,246,213,246,7,,,,,,,,,
BN,stir,5.60,298,475,550,4,,,,,,,,,
GL,stoat,NA,352,483,352,5,,,,,,,,,
BN,stock,8.20,493,300,479,5,,,,,,,,,
GL,stoic,NA,302,340,302,5,,,,,,,,,
BN,stole,5.60,310,251,523,5,,,,,,,,,
BN,stolen,5.40,302,311,520,6,,,,,,,,,
BN,stomach,4.70,260,520,558,7,,,,,,,,,
BN,stone,4.10,206,615,513,5,,,,,,,,,
GL,stool,NA,531,584,531,5,,,,,,,,,
BN,storage,6.80,406,403,512,7,,,,,,,,,
BN,storey,7.00,407,384,464,6,,,,,,,,,
GL,stork,NA,393,570,393,5,,,,,,,,,
BN,storm,4.90,261,596,525,5,,,,,,,,,
BN,stout,9.50,585,316,428,5,,,,,,,,,
GL,stove,NA,525,592,525,5,,,,,,,,,
GL,strain,NA,533,402,533,6,,,,,,,,,
BN,strand,7.10,420,356,479,6,,,,,,,,,
GL,stranger,NA,522,454,522,8,,,,,,,,,
BN,strap,5.40,307,474,510,5,,,,,,,,,
GL,straw,NA,508,568,508,5,,,,,,,,,
BN,stray,6.40,373,238,472,5,,,,,,,,,
BN,streak,7.80,487,363,449,6,,,,,,,,,
BN,stream,5.40,299,580,495,6,,,,,,,,,
GL,strength,NA,573,470,573,8,,,,,,,,,
BN,stretch,5.90,349,420,572,7,,,,,,,,,
BN,strict,6.00,353,300,536,6,,,,,,,,,
GL,stride,NA,438,462,438,6,,,,,,,,,
BN,strife,9.40,585,234,397,6,,,,,,,,,
BN,string,4.60,243,620,499,6,,,,,,,,,
BN,strip,6.90,400,464,505,5,,,,,,,,,
GL,stripe,NA,457,562,457,6,,,,,,,,,
BN,strode,7.80,472,310,447,6,,,,,,,,,
BN,stroke,5.40,299,390,478,6,,,,,,,,,
BN,stroll,6.20,359,384,495,6,,,,,,,,,
GL,strop,NA,236,208,236,5,,,,,,,,,
BN,struck,6.20,353,334,479,6,,,,,,,,,
BN,strung,7.20,420,304,438,6,,,,,,,,,
GL,strut,NA,368,437,368,5,,,,,,,,,
BN,stubble,7.60,446,587,504,7,,,,,,,,,
BN,stuck,5.10,279,351,547,5,,,,,,,,,
GL,student,NA,632,603,632,7,,,,,,,,,
BN,stumble,6.30,366,433,482,7,,,,,,,,,
GL,stump,NA,447,490,447,5,,,,,,,,,
BN,style,7.10,382,399,567,5,,,,,,,,,
GL,style,NA,555,416,555,5,,,,,,,,,
GL,subaltern,NA,224,267,224,9,,,,,,,,,
GL,subject,NA,590,418,590,7,,,,,,,,,
GL,submarine,NA,450,588,450,9,,,,,,,,,
GL,subsection,NA,330,283,330,10,,,,,,,,,
GL,substance,NA,506,348,506,9,,,,,,,,,
GL,substitute,NA,505,360,505,10,,,,,,,,,
GL,substratum,NA,233,244,233,10,,,,,,,,,
BN,suburb,8.60,524,465,472,6,,,,,,,,,
GL,success,NA,568,443,568,7,,,,,,,,,
GL,succour,NA,282,297,282,7,,,,,,,,,
GL,suds,NA,436,565,436,4,,,,,,,,,
GL,sufferance,NA,369,326,369,10,,,,,,,,,
BN,sugar,4.20,213,596,654,5,,,,,,,,,
GL,suggestion,NA,567,345,567,10,,,,,,,,,
GL,suite,NA,453,487,453,5,,,,,,,,,
BN,sulky,5.30,298,350,510,5,,,,,,,,,
BN,sulphur,9.80,610,368,384,7,,,,,,,,,
BN,sultan,9.10,568,409,380,6,,,,,,,,,
GL,sum,NA,537,465,537,3,,,,,,,,,
GL,summer,NA,612,618,612,6,,,,,,,,,
GL,sun,NA,635,639,635,3,,,,,,,,,
BN,sung,5.60,313,351,497,4,,,,,,,,,
BN,sunk,5.60,313,386,476,4,,,,,,,,,
GL,sunlight,NA,523,643,523,8,,,,,,,,,
GL,sunshine,NA,627,655,627,8,,,,,,,,,
BN,super,5.10,283,220,572,5,,,,,,,,,
BN,superb,6.10,352,190,546,6,,,,,,,,,
GL,superfluity,NA,249,232,249,11,,,,,,,,,
GL,supper,NA,593,590,593,6,,,,,,,,,
GL,supply,NA,534,340,534,6,,,,,,,,,
GL,supposition,NA,396,270,396,11,,,,,,,,,
BN,supreme,8.40,510,185,456,7,,,,,,,,,
BN,surf,6.30,368,580,479,4,,,,,,,,,
GL,surface,NA,573,453,573,7,,,,,,,,,
BN,surge,8.70,533,256,445,5,,,,,,,,,
BN,surplus,10.80,663,256,461,7,,,,,,,,,
GL,surprise,NA,583,451,583,8,,,,,,,,,
GL,surrender,NA,488,432,488,9,,,,,,,,,
BN,survive,6.40,368,311,512,7,,,,,,,,,
GL,suspect,NA,488,377,488,7,,,,,,,,,
BN,suspend,7.90,472,295,479,7,,,,,,,,,
GL,suspicion,NA,470,386,470,9,,,,,,,,,
BN,sustain,9.30,574,148,476,7,,,,,,,,,
BN,swallow,4.90,274,523,547,7,,,,,,,,,
GL,swallow,NA,531,554,531,7,,,,,,,,,
BN,swamp,6.70,400,555,415,5,,,,,,,,,
GL,sward,NA,155,207,155,5,,,,,,,,,
BN,sway,7.40,440,321,472,4,,,,,,,,,
BN,sweat,6.10,338,481,562,5,,,,,,,,,
BN,sweep,5.60,295,547,486,5,,,,,,,,,
GL,sweep,NA,495,513,495,5,,,,,,,,,
GL,swell,NA,443,410,443,5,,,,,,,,,
BN,swept,5.90,330,371,493,5,,,,,,,,,
BN,swift,7.10,394,323,443,5,,,,,,,,,
BN,swim,4.30,248,627,543,4,,,,,,,,,
GL,swim,NA,550,572,550,4,,,,,,,,,
BN,swindle,9.80,607,269,425,7,,,,,,,,,
BN,swing,4.70,254,590,496,5,,,,,,,,,
GL,sword,NA,444,597,444,5,,,,,,,,,
GL,sycamore,NA,369,562,369,8,,,,,,,,,
GL,syllable,NA,473,375,473,8,,,,,,,,,
BN,symbol,6.90,413,369,514,6,,,,,,,,,
GL,sympathy,NA,501,402,501,8,,,,,,,,,
BN,symptom,7.80,456,208,520,7,,,,,,,,,
GL,synod,NA,215,229,215,5,,,,,,,,,
BN,syringe,8.10,485,543,453,7,,,,,,,,,
BN,syrup,5.30,296,535,471,5,,,,,,,,,
GL,system,NA,588,340,588,6,,,,,,,,,
GL,tablespoon,NA,567,600,567,10,,,,,,,,,
BN,taboo,10.10,637,154,429,5,,,,,,,,,
GL,tack,NA,463,546,463,4,,,,,,,,,
BN,tail,11.10,210,571,476,4,,,,,,,,,
GL,tailor,NA,417,499,417,6,,,,,,,,,
BN,taken,4.20,276,195,622,5,,,,,,,,,
BN,tale,5.30,283,285,491,4,,,,,,,,,
GL,talent,NA,523,399,523,6,,,,,,,,,
BN,tall,5.10,214,515,579,4,,,,,,,,,
GL,tally,NA,374,308,374,5,,,,,,,,,
BN,tandem,4.00,505,369,405,6,,,,,,,,,
BN,tango,8.40,516,529,450,5,,,,,,,,,
BN,tank,5.40,296,572,439,4,,,,,,,,,
GL,tap,NA,567,541,567,3,,,,,,,,,
GL,tape,NA,567,573,567,4,,,,,,,,,
BN,taper,9.80,581,208,369,5,,,,,,,,,
BN,tariff,10.70,655,237,436,6,,,,,,,,,
GL,tarn,NA,251,299,251,4,,,,,,,,,
GL,task,NA,514,410,514,4,,,,,,,,,
BN,taught,6.00,339,295,572,6,,,,,,,,,
GL,tax,NA,523,446,523,3,,,,,,,,,
BN,teach,5.10,286,412,577,5,,,,,,,,,
GL,teacher,NA,599,575,599,7,,,,,,,,,
BN,team,5.40,296,517,565,4,,,,,,,,,
GL,tear,NA,555,550,555,4,,,,,,,,,
GL,technicality,NA,390,262,390,12,,,,,,,,,
BN,tedious,9.80,602,232,492,7,,,,,,,,,
BN,teeth,3.70,198,636,588,5,,,,,,,,,
GL,telegraph,NA,460,518,460,9,,,,,,,,,
GL,temper,NA,575,489,575,6,,,,,,,,,
GL,temptation,NA,494,391,494,10,,,,,,,,,
GL,tendency,NA,507,261,507,8,,,,,,,,,
BN,tense,7.90,472,286,532,5,,,,,,,,,
BN,tension,7.70,466,319,514,7,,,,,,,,,
GL,tent,NA,521,593,521,4,,,,,,,,,
BN,tenth,5.40,299,325,466,5,,,,,,,,,
BN,tepid,10.20,632,265,397,5,,,,,,,,,
GL,term,NA,575,387,575,4,,,,,,,,,
GL,territory,NA,465,445,465,9,,,,,,,,,
GL,terror,NA,495,483,495,6,,,,,,,,,
GL,text,NA,511,437,511,4,,,,,,,,,
BN,texture,7.90,480,405,509,7,,,,,,,,,
GL,thane,NA,231,251,231,5,,,,,,,,,
GL,thaw,NA,492,466,492,4,,,,,,,,,
BN,theatre,5.90,330,566,520,7,,,,,,,,,
GL,theft,NA,499,436,499,5,,,,,,,,,
BN,theme,7.20,414,154,524,5,,,,,,,,,
GL,theologian,NA,357,416,357,10,,,,,,,,,
GL,theory,NA,534,317,534,6,,,,,,,,,
GL,thermometer,NA,481,581,481,11,,,,,,,,,
BN,thick,5.20,289,453,577,5,,,,,,,,,
GL,thicket,NA,361,511,361,7,,,,,,,,,
GL,thief,NA,529,529,529,5,,,,,,,,,
BN,thigh,6.40,361,543,537,5,,,,,,,,,
BN,thin,4.80,254,525,600,4,,,,,,,,,
GL,thinker,NA,474,405,474,7,,,,,,,,,
BN,thirst,4.30,210,375,577,6,,,,,,,,,
BN,thirsty,4.00,199,378,647,7,,,,,,,,,
BN,thirty,5.10,286,429,510,6,,,,,,,,,
GL,thistle,NA,463,624,463,7,,,,,,,,,
GL,thong,NA,335,448,335,5,,,,,,,,,
BN,thorn,5.90,341,595,469,5,,,,,,,,,
GL,thought,NA,603,348,603,7,,,,,,,,,
GL,thread,NA,522,568,522,6,,,,,,,,,
GL,threat,NA,524,408,524,6,,,,,,,,,
BN,thrill,7.30,392,403,502,6,,,,,,,,,
GL,thrill,NA,504,483,504,6,,,,,,,,,
BN,throat,5.40,307,538,541,6,,,,,,,,,
BN,throne,5.60,308,583,415,6,,,,,,,,,
GL,throw,NA,548,477,548,5,,,,,,,,,
BN,thrust,8.30,498,384,469,6,,,,,,,,,
GL,thumb,NA,601,599,601,5,,,,,,,,,
GL,thyme,NA,336,470,336,5,,,,,,,,,
GL,ticket,NA,586,574,586,6,,,,,,,,,
BN,tickle,4.20,229,450,529,6,,,,,,,,,
GL,tide,NA,504,530,504,4,,,,,,,,,
BN,tight,5.40,298,325,586,5,,,,,,,,,
BN,till,5.70,320,520,579,4,,,,,,,,,
BN,tilt,7.40,453,421,482,4,,,,,,,,,
GL,timber,NA,440,553,440,6,,,,,,,,,
GL,tin,NA,575,532,575,3,,,,,,,,,
GL,ting,NA,190,316,190,4,,,,,,,,,
